SeriousDlqin2yrs	RevolvingUtilizationOfUnsecuredLines	age	NumberOfTime30-59DaysPastDueNotWorse	DebtRatio	MonthlyIncome	NumberOfOpenCreditLinesAndLoans	NumberOfTimes90DaysLate	NumberRealEstateLoansOrLines	NumberOfTime60-89DaysPastDueNotWorse	NumberOfDependents
0	0.12668872	68	0	0.217912835	2500.0	9	0	0	0	0.0
0	0.024770317	58	0	0.011662779	3000.0	9	0	0	0	0.0
0	0.0	42	0	0.259313014	6200.0	4	0	1	0	3.0
0	0.073604514	29	0	219.0	0.0	3	0	0	0	0.0
0	0.087900033	59	0	0.285446009	9584.0	9	0	4	0	0.0
0	0.37676252	67	0	0.191309364	5200.0	7	0	0	0	1.0
0	0.02490596	38	0	0.341734706	8450.0	11	0	1	0	0.0
0	0.979001909	45	0	0.226286272	4100.0	3	0	0	0	2.0
0	0.066694949	43	0	0.233345272	5583.0	7	1	2	1	1.0
0	0.981670485	47	0	0.143303478	4800.0	7	1	0	0	0.0
0	0.347069343	62	0	0.193679092	3701.0	10	0	0	0	0.0
0	0.048796747	40	0	0.253969686	11083.0	7	0	1	0	0.0
0	0.96289138	61	4	0.509008389	7270.0	12	0	2	0	0.0
0	0.06316445	39	0	0.284285952	6000.0	6	0	1	0	2.0
0	0.007880456	81	0	0.004612409	6720.0	11	0	0	0	0.0
0	0.895129596	30	1	0.331532018	3700.0	12	0	0	0	0.0
1	1.15786776	42	0	0.043935806	3800.0	6	3	0	3	2.0
0	0.14158695	32	0	0.024621922	8000.0	9	1	0	0	0.0
0	0.209814251	67	0	0.097773279	4939.0	7	0	0	0	0.0
1	2.297612046	42	1	0.806048488	4000.0	8	2	1	4	0.0
0	0.011227394	70	0	0.011106997	2700.0	9	0	0	0	1.0
0	0.08878545	39	0	0.26065613	8351.0	6	0	1	0	0.0
0	0.015639791	55	0	0.330250427	21083.0	14	0	2	0	2.0
0	0.0	49	0	0.377210216	4580.0	5	0	1	0	0.0
0	0.628473314	50	0	0.502628505	3423.0	10	0	0	0	0.0
0	0.9999999	58	0	0.0	5200.0	2	0	0	0	0.0
0	0.820771298	61	1	0.66718507	2571.0	10	0	0	0	0.0
0	0.005063614	76	0	0.001462701	2050.0	5	0	0	0	0.0
0	0.9999999	42	0	0.148947462	5652.0	2	0	1	0	1.0
0	0.006441151	28	0	0.030613505	8100.0	8	0	0	0	0.0
0	0.042534707	42	0	0.011141266	7000.0	5	0	0	0	1.0
0	0.088050112	50	0	0.304105993	16000.0	6	0	1	0	1.0
0	0.0	52	0	0.0	8000.0	3	0	0	0	0.0
0	0.10279486	68	0	0.319809628	12816.0	10	0	2	0	0.0
0	0.341871131	61	0	0.588541146	10000.0	15	0	4	0	0.0
0	0.028042869	68	1	0.157508809	10500.0	10	0	2	0	0.0
0	0.032584402	29	0	0.343902439	4509.0	6	0	1	0	2.0
0	0.981431887	46	0	0.509847807	2233.0	6	0	0	0	0.0
0	0.444467697	43	0	0.155756913	6400.0	5	0	0	0	0.0
0	0.584679346	59	0	1.257161458	1535.0	10	0	1	0	1.0
0	0.222947866	36	0	0.36027814	2300.0	9	0	0	0	1.0
0	0.0	31	0	0.322546698	3800.0	2	0	1	0	1.0
0	0.252776952	53	0	0.169859093	9083.0	10	0	0	0	0.0
0	0.76280173	32	0	0.291381669	5116.0	6	0	0	0	2.0
0	0.706594886	38	0	0.230368311	2877.0	3	0	0	0	0.0
1	0.199667221	29	1	0.067893211	10000.0	5	3	0	0	2.0
0	0.0	33	0	0.70472895	2600.0	12	0	1	0	1.0
0	0.005819333	61	0	0.764308923	4000.0	16	0	2	0	1.0
0	0.020499317	50	3	0.474305139	5000.0	16	0	2	0	2.0
0	0.0	30	0	0.070350845	5500.0	6	0	0	0	2.0
1	0.0	26	0	0.122944749	6750.0	8	0	0	0	0.0
0	0.002199956	61	0	0.011569776	7000.0	4	0	1	0	1.0
1	1.088359223	55	2	0.285573123	7083.0	5	1	1	1	0.0
0	0.103665572	36	0	0.691711279	5416.0	6	0	1	0	2.0
0	0.029085278	38	0	0.031656115	3000.0	7	0	0	0	0.0
0	0.026132898	69	0	0.103550296	9125.0	4	0	1	0	2.0
0	0.005784761	58	1	1341.0	0.0	13	0	1	0	0.0
0	0.038791721	38	0	19.25925926	107.0	7	0	3	0	2.0
0	0.067802874	69	1	0.2892261	6589.0	9	0	2	0	0.0
0	0.529893371	54	0	0.920832208	3700.0	21	0	1	0	0.0
0	0.031148443	70	0	0.202898551	5450.0	5	0	2	0	0.0
0	0.126880939	67	0	0.32395357	2842.0	6	0	1	0	1.0
0	0.042622687	54	0	0.25422062	6100.0	16	0	2	0	0.0
0	0.75155233	46	0	0.318569904	7495.0	10	0	0	0	0.0
0	0.016578657	66	0	0.00539892	5000.0	6	0	0	0	1.0
0	0.011796148	78	0	0.046035806	4300.0	5	0	0	0	0.0
0	0.404004495	47	1	0.203234579	6986.0	10	0	1	0	2.0
0	0.316715023	83	0	0.423288356	2000.0	5	0	0	0	0.0
0	0.752427341	42	0	0.248260139	8333.0	6	0	1	0	2.0
0	0.250174299	40	0	0.644630764	3100.0	12	0	0	0	4.0
0	0.529942048	51	0	0.367852859	2500.0	11	0	1	0	0.0
0	0.370305461	28	0	0.595032397	8333.0	12	0	2	0	0.0
0	0.085420109	66	0	0.37938701	6296.0	3	0	1	0	0.0
0	0.730519249	29	0	0.103490592	7333.0	5	0	0	0	0.0
0	0.149449728	50	0	0.019433985	8232.0	7	0	0	0	2.0
0	0.046223107	62	0	0.416561792	3972.0	8	0	2	0	0.0
0	0.201452628	49	0	0.450437318	8917.0	19	0	2	0	2.0
0	0.343991198	61	0	0.490409408	15900.0	9	0	4	0	1.0
0	0.931353123	54	0	0.361642557	15000.0	10	0	2	0	3.0
0	0.306513697	49	0	0.234576542	10000.0	19	0	2	1	1.0
0	0.092730609	71	0	0.015416667	4799.0	2	0	0	0	0.0
0	0.030886419	73	0	0.280914606	2142.0	5	0	1	0	0.0
0	0.173037618	65	0	0.280959863	7000.0	8	0	0	0	0.0
0	0.0	77	0	0.009541118	2200.0	3	0	0	0	0.0
0	0.488251175	45	0	0.293731778	5487.0	8	0	1	0	2.0
0	0.23648522	37	0	0.249862652	9100.0	7	0	2	0	3.0
0	0.101380897	63	0	0.113235846	8000.0	10	0	0	0	0.0
0	0.006187113	77	0	0.361659585	4000.0	4	0	1	0	0.0
0	0.784810127	26	1	0.019433648	1800.0	2	1	0	0	0.0
0	0.138263913	52	0	0.319944247	7891.0	5	0	1	0	1.0
0	0.104362105	65	0	0.025965801	7894.0	5	0	0	0	0.0
0	0.144603517	62	0	0.420071291	3646.0	11	0	1	0	0.0
0	0.9999999	65	0	0.508189747	4700.0	2	0	1	1	1.0
0	0.03170577	54	0	0.257096869	6833.0	5	0	1	0	0.0
0	0.103283659	35	0	0.211192538	1500.0	7	0	0	0	0.0
0	0.0	64	0	0.853727451	4600.0	11	0	2	0	0.0
0	0.141793918	47	0	1.477261369	2000.0	13	0	2	0	0.0
0	0.991059875	40	0	0.072202166	3600.0	3	0	0	0	1.0
0	0.127742636	77	0	0.371345736	4138.0	15	0	2	0	0.0
0	0.962856674	30	0	0.614671503	2480.0	16	0	0	0	0.0
0	0.369446779	53	0	0.505154639	3200.0	11	0	1	0	0.0
0	0.082579622	59	0	0.292766472	4962.0	9	0	2	0	1.0
0	0.424466882	46	1	0.465310381	3833.0	9	0	0	0	2.0
0	0.26544112	57	0	0.085176934	19300.0	5	0	1	0	0.0
0	0.372179377	24	0	0.047503045	820.0	4	0	0	0	0.0
0	0.066499022	54	1	0.30040213	9200.0	9	0	2	0	0.0
0	0.0087052	80	0	0.000861698	2320.0	4	0	0	0	0.0
0	0.883023395	46	1	0.217156569	3333.0	4	0	0	0	2.0
0	0.004264079	31	0	0.111444278	2000.0	6	1	0	0	2.0
0	0.540956611	63	0	0.42294726	17500.0	19	0	2	0	1.0
0	0.824175824	43	0	1.062915065	2860.0	6	0	2	0	0.0
0	0.074715156	54	0	0.505293228	5950.0	13	0	2	0	2.0
0	0.9999999	45	0	0.076889183	4538.0	1	0	0	0	2.0
0	0.00049372	68	0	0.403144558	6550.0	19	0	2	0	0.0
0	0.775074655	70	0	0.432859762	4363.0	7	0	1	0	0.0
0	0.202177831	43	0	1.290609822	3705.0	17	0	2	0	3.0
0	0.835319036	56	0	1.287550889	4666.0	19	0	2	0	0.0
0	0.083760511	66	0	0.407312197	3500.0	11	0	2	0	0.0
0	0.077572174	59	0	0.172881669	10833.0	5	0	1	0	0.0
0	0.492262577	43	0	0.355824264	12404.0	13	0	1	0	4.0
0	0.0	55	0	1051.0	0.0	8	0	2	0	0.0
0	0.658307537	53	0	0.40130039	7689.0	8	0	1	0	0.0
0	0.010319917	58	1	0.671371769	5029.0	9	0	2	0	0.0
0	0.0	76	0	0.0	3621.0	2	0	0	0	0.0
0	0.0139565	52	0	0.184018852	4667.0	10	0	1	0	1.0
0	0.717918194	53	0	0.27494272	4800.0	10	0	2	0	0.0
0	0.018535095	52	0	1.068643785	3000.0	12	0	1	0	0.0
0	0.689748288	51	0	0.604125249	4023.0	6	0	1	0	0.0
1	1.038919661	72	4	0.342624207	14350.0	8	0	2	0	0.0
0	0.0	51	0	0.202056996	14000.0	8	0	2	0	4.0
0	0.103029542	66	0	0.04605087	3734.0	6	0	0	0	0.0
0	0.59659422	37	0	0.596878283	6662.0	10	0	1	0	2.0
0	0.106884272	35	0	0.653306102	3916.0	7	0	2	0	2.0
0	0.020448892	43	0	0.367024345	8666.0	18	0	2	0	1.0
0	1.223552894	62	0	0.035392921	5000.0	1	0	0	0	0.0
0	0.10994004	54	0	0.574071835	8268.0	20	0	1	0	0.0
0	0.303196158	37	0	0.277351738	7823.0	12	0	3	0	4.0
0	0.132520862	65	0	0.170843521	3271.0	11	0	0	0	0.0
0	0.547320714	52	0	0.820109025	1650.0	8	0	1	1	5.0
0	0.0299985	52	0	0.011075219	2166.0	8	0	0	0	2.0
0	0.902260962	41	0	0.629763131	5825.0	11	0	4	0	0.0
0	0.19011341	33	0	0.054490918	6000.0	10	0	0	0	2.0
0	0.358718457	71	0	0.549770929	2400.0	11	0	1	0	0.0
0	0.48121861	62	0	0.324447829	5251.0	10	0	1	0	1.0
0	0.233256914	44	0	0.268397208	8166.0	7	0	2	0	1.0
0	0.053125629	57	0	1167.5	1.0	19	0	1	0	3.0
0	0.011501167	50	0	0.444253859	4080.0	9	0	2	0	1.0
0	0.12395042	44	0	0.002999	3000.0	2	0	0	0	3.0
0	0.359988158	39	1	0.910294746	2340.0	8	0	1	0	0.0
0	0.0	43	1	0.663185959	4500.0	13	0	1	2	2.0
0	0.030041275	73	0	0.004443457	4500.0	6	0	0	0	0.0
0	0.040091453	66	0	0.115341545	6250.0	4	0	1	0	0.0
1	1.053682896	35	2	0.146816804	2308.0	8	0	0	0	1.0
0	0.014628362	53	0	0.167247387	6600.0	9	0	1	0	0.0
0	0.9999999	77	0	0.209362503	4250.0	5	0	2	0	0.0
0	0.005586931	75	0	7.0	0.0	5	0	0	0	0.0
1	1.67179093	73	1	0.406831436	3600.0	6	5	2	1	0.0
0	0.066720231	60	0	0.416623268	9600.0	13	0	2	0	1.0
0	0.821493783	28	0	0.170790585	3313.0	6	0	0	0	0.0
0	0.02571929	60	0	0.224180497	14581.0	18	0	2	0	2.0
1	0.860277886	30	0	1.437282902	2590.0	8	0	1	0	2.0
0	0.541179412	47	0	0.278817312	7000.0	10	0	2	0	2.0
0	0.007993555	67	0	1.039796303	5301.0	12	0	2	0	1.0
0	0.552433637	55	0	0.369897769	13400.0	14	0	2	0	0.0
0	0.0	69	0	0.447480155	5416.0	8	0	2	0	0.0
0	0.190349539	45	0	0.518413598	6000.0	16	0	2	0	0.0
1	0.009299768	58	0	0.065789474	18467.0	7	0	2	0	2.0
0	0.065410255	49	0	0.487331457	6748.0	10	0	1	0	0.0
0	0.0	45	0	0.17115293	8395.0	3	0	2	0	1.0
0	0.056925601	58	0	0.214676353	12250.0	14	0	3	0	0.0
0	0.049660803	56	0	0.327639752	7083.0	9	0	1	0	0.0
0	0.463665125	44	2	0.24915017	5000.0	9	0	0	0	2.0
0	0.790939956	49	2	0.927723391	4800.0	18	0	3	0	2.0
1	0.291765134	56	3	0.392173763	5800.0	13	0	2	1	0.0
0	0.119554288	63	0	0.290696744	12500.0	16	0	1	0	0.0
0	0.014597303	50	0	0.427255278	5209.0	13	0	2	0	1.0
0	0.244657605	47	0	0.350259896	2500.0	5	1	0	0	1.0
0	0.0	36	0	0.297351182	3510.0	7	0	1	0	2.0
0	0.807899013	40	2	0.139772046	3333.0	6	0	0	0	0.0
0	0.01497329	85	0	0.189650862	12000.0	14	0	1	0	0.0
0	0.000776537	48	0	0.371228744	7291.0	9	0	1	0	0.0
0	0.845077461	73	0	0.901463763	2800.0	5	0	1	0	0.0
0	0.03569881	77	0	38.0	0.0	5	0	0	0	0.0
0	0.011559209	51	0	0.001606856	5600.0	5	0	0	0	1.0
0	0.15650149	58	0	0.584263393	3583.0	23	0	2	0	0.0
0	0.736370114	61	0	0.998512458	2688.0	10	0	1	0	0.0
0	0.245599874	42	0	0.926661669	8003.0	15	0	5	0	3.0
0	0.278773559	58	1	0.559908241	5666.0	15	0	2	0	1.0
0	0.0	39	1	0.431613677	3333.0	9	0	1	0	0.0
0	0.197996754	55	1	0.145309115	6000.0	9	0	0	0	0.0
0	0.9999999	42	0	0.458053429	6400.0	5	0	2	0	2.0
0	0.771901895	41	0	0.242319578	5500.0	12	0	0	0	1.0
1	0.99880024	42	1	1.108656284	2760.0	7	0	3	1	3.0
0	0.856053207	63	1	0.185616651	12875.0	20	0	1	0	0.0
0	0.010064702	63	0	0.225618632	15800.0	11	0	2	1	1.0
0	0.028498127	64	0	0.187293285	13000.0	12	0	1	0	1.0
0	0.08502515	30	0	0.009102024	7360.0	3	0	0	0	0.0
0	0.509751536	40	0	0.70763684	3050.0	9	0	0	0	0.0
0	0.004159834	78	0	675.0	0.0	9	0	1	0	0.0
0	0.307817722	49	0	0.349853618	4781.0	8	0	2	0	2.0
0	1.025365104	41	0	0.031994668	6000.0	8	0	0	0	4.0
1	0.356971311	44	0	0.466152528	3500.0	6	0	0	0	2.0
0	0.479845849	28	0	0.219741481	850.0	5	0	0	0	0.0
0	0.116729871	62	0	1.229885057	2000.0	20	0	1	0	0.0
0	0.1485095	66	0	0.113695282	13500.0	13	0	1	0	1.0
0	0.341950026	38	0	0.180060423	6619.0	5	0	0	0	2.0
0	0.813647535	59	0	0.256631023	7200.0	7	0	1	0	1.0
0	0.654782487	39	1	0.434943708	7016.0	5	0	2	0	0.0
0	0.006702582	59	0	0.019309872	8751.0	7	0	1	0	0.0
0	0.9999999	35	0	0.060622175	3760.0	1	0	0	0	2.0
0	0.248092494	51	1	0.524491682	6491.0	8	0	1	0	6.0
0	0.013015184	78	0	0.004608295	2386.0	10	0	0	0	0.0
0	0.030472223	73	0	0.304683092	5316.0	11	0	1	0	1.0
0	0.25709582	44	0	0.073026485	23333.0	4	0	1	0	3.0
1	0.051875327	70	1	0.347263801	8350.0	5	2	1	2	0.0
0	0.0	31	0	0.259713701	4400.0	6	0	0	0	0.0
0	0.001356852	67	0	0.0	2000.0	6	0	0	0	0.0
0	0.01639918	44	0	0.143723391	7750.0	3	0	1	0	0.0
0	0.751531212	43	0	0.546545212	4500.0	9	0	1	0	3.0
0	0.396671971	57	0	0.338425219	7200.0	8	0	2	0	3.0
0	0.129392044	29	0	0.501573783	5400.0	6	0	2	0	0.0
1	0.0	65	0	0.434385382	1203.0	6	0	0	0	0.0
0	0.684189684	54	0	1.307177475	4332.0	11	10	2	0	0.0
0	0.081216446	47	0	0.33552015	3200.0	8	0	1	0	0.0
0	0.037237111	80	0	0.01049825	6000.0	8	0	0	0	0.0
0	0.309066201	27	0	0.257673091	1400.0	11	0	0	0	0.0
1	0.248330027	51	2	0.366155604	10500.0	13	0	1	0	0.0
0	0.01392649	86	0	0.0094392	1800.0	3	0	0	0	0.0
0	0.024069709	30	0	0.223776224	1000.0	4	0	0	0	0.0
0	0.690312282	32	1	0.250647482	3474.0	7	0	0	0	3.0
0	0.047591607	71	0	0.475448398	3400.0	6	0	1	0	0.0
0	0.160968363	38	0	0.392660734	10000.0	20	0	2	0	1.0
1	0.9999999	24	0	0.0	1706.0	0	1	0	0	0.0
0	0.133747441	65	0	0.227377262	10000.0	13	0	0	0	1.0
0	0.002217778	64	1	0.011903628	10500.0	7	0	0	0	0.0
0	0.0	56	0	0.02309769	10000.0	3	0	0	0	1.0
0	0.0	66	0	0.105178964	5000.0	3	0	1	0	1.0
0	0.216121097	44	0	0.992976892	4413.0	11	0	3	0	1.0
0	0.888351941	49	4	0.425016663	4500.0	7	2	0	0	1.0
0	0.044248274	64	0	0.010384356	7414.0	5	0	0	0	0.0
1	0.926586449	48	0	0.561205273	7433.0	15	0	2	0	0.0
0	0.00187329	64	0	0.062456734	13000.0	13	0	1	0	0.0
0	0.021060691	65	0	0.340661599	14600.0	20	0	3	0	0.0
0	0.636938676	43	1	0.220082988	6024.0	5	0	0	0	0.0
1	0.698265087	52	0	0.321279787	6000.0	22	0	1	0	0.0
0	0.008599785	64	0	0.15196623	4500.0	5	0	0	0	0.0
1	0.133672833	51	1	0.372008018	8480.0	20	0	3	0	2.0
0	0.047483914	67	0	0.308350622	3855.0	12	0	1	0	0.0
0	0.238783744	49	0	0.444502075	7711.0	26	0	2	0	2.0
0	0.190851144	60	0	0.007790859	5775.0	2	0	0	0	0.0
0	0.168611019	46	1	0.380923815	5000.0	7	0	1	0	2.0
1	0.396461935	59	0	0.827879581	4583.0	16	0	0	1	1.0
0	0.003343747	83	0	0.15663186	4500.0	13	0	0	0	1.0
0	0.0	55	0	0.0	4142.0	6	0	0	0	0.0
0	0.80760962	48	0	0.501446988	3800.0	8	0	1	0	2.0
0	0.753324668	33	0	0.339441899	2400.0	6	0	1	0	1.0
0	0.039711002	49	0	0.004582951	12000.0	5	0	0	0	0.0
0	0.9999999	54	0	1.434182338	4200.0	8	0	3	0	0.0
0	0.614816103	54	0	0.546581367	2500.0	12	0	1	0	2.0
0	0.465048604	36	0	0.297675581	4000.0	4	0	0	0	2.0
0	0.222099822	53	0	0.213196701	4000.0	4	0	1	0	0.0
0	0.417330826	42	0	0.310244523	11000.0	7	0	2	0	2.0
0	0.0	54	0	0.250650596	7300.0	5	0	1	0	2.0
0	0.014830194	60	0	0.006485084	3083.0	5	0	0	0	0.0
0	0.301858617	55	0	0.056699102	10687.0	4	0	0	0	2.0
0	0.4915663	57	0	0.731696527	4520.0	12	0	2	0	0.0
0	0.037968855	63	0	0.17604712	4583.0	11	0	2	0	0.0
0	0.796168153	39	0	0.073886773	15225.0	4	0	0	0	3.0
0	0.046211783	62	0	0.236809599	17000.0	11	0	3	0	0.0
0	0.649342316	43	1	0.60587133	1600.0	6	0	1	0	1.0
0	0.341625591	54	0	0.350774871	6000.0	17	0	2	0	0.0
0	0.530433257	30	1	0.072237679	10063.0	4	1	0	0	0.0
0	0.130226445	61	0	0.35951539	17250.0	22	0	2	0	1.0
0	0.390922528	60	0	0.679896622	5416.0	12	0	3	0	1.0
0	0.0	74	0	0.006333122	9473.0	9	0	0	0	0.0
0	0.37077874	51	0	0.35941063	5700.0	9	0	1	0	0.0
0	0.698206362	32	0	0.467062729	5722.0	14	0	2	0	2.0
0	0.047614513	48	0	0.671660741	7875.0	13	0	9	0	1.0
0	0.24473603	58	0	0.201696263	7545.0	11	0	1	0	0.0
0	0.180945476	66	0	0.119792369	14833.0	3	0	1	0	3.0
0	0.00644424	66	0	0.160493827	1700.0	9	0	0	0	0.0
0	0.694551344	64	0	0.623930161	11683.0	17	0	1	0	0.0
0	0.157684631	29	0	0.546038544	1400.0	3	0	1	0	0.0
0	0.934430498	44	0	0.963138637	7378.0	16	0	3	0	0.0
0	0.009048698	61	0	0.315817839	3710.0	13	0	0	0	1.0
0	0.0	62	0	0.132716821	4000.0	5	0	0	0	2.0
0	0.317252126	32	0	0.610804358	6700.0	6	0	2	0	0.0
0	0.088720123	82	0	0.120788121	3501.0	24	0	0	0	0.0
0	0.447449062	55	0	0.410426148	2416.0	6	0	1	0	0.0
0	0.19177938	38	0	0.491754123	2000.0	8	0	1	0	0.0
0	0.720705831	70	0	0.451545572	10060.0	9	0	2	0	4.0
0	0.445829902	57	0	0.025794841	5000.0	4	0	1	0	0.0
0	0.198403225	44	0	0.391304348	4116.0	9	0	2	0	1.0
1	0.9999999	68	1	1.380070105	1996.0	7	1	1	0	0.0
0	0.812920592	50	0	0.155628345	12516.0	8	0	1	0	2.0
0	0.117784032	34	0	0.426266137	12083.0	10	0	3	0	0.0
0	0.719632858	46	1	0.827439887	4241.0	13	0	2	0	1.0
0	0.862051372	49	4	0.807024122	8000.0	11	0	2	1	0.0
0	0.067917083	39	0	0.417320412	6500.0	12	0	2	0	2.0
0	0.320098234	38	0	0.505753578	7125.0	14	0	3	0	0.0
0	0.238352802	40	0	0.327006981	4583.0	3	0	2	0	4.0
0	0.078184363	26	0	0.434281322	1300.0	3	0	0	0	0.0
0	0.331385541	52	0	0.31995765	9444.0	8	0	2	0	2.0
0	0.9999999	62	0	0.167934465	3417.0	1	0	0	0	0.0
0	0.351849521	61	0	0.306215203	8800.0	11	0	2	0	0.0
0	0.996005326	49	0	0.256916996	4300.0	2	2	1	1	0.0
0	0.726560971	54	0	0.277874427	6322.0	7	0	0	0	0.0
0	0.204149974	77	0	0.259399445	3962.0	9	0	0	0	1.0
0	0.066380242	59	0	0.135972805	5000.0	9	0	1	0	1.0
0	0.004951216	43	0	0.47913826	3666.0	11	0	2	0	2.0
0	0.569218433	37	0	0.23571175	2816.0	6	0	0	0	0.0
1	0.019192323	34	3	0.177789787	3700.0	6	3	0	0	0.0
0	0.159808651	58	0	0.337159254	23000.0	14	0	3	0	1.0
0	0.016819664	47	0	0.453957232	12672.0	8	0	2	0	0.0
0	0.00358813	51	0	0.000480231	6246.0	5	0	0	0	1.0
0	0.829049103	37	2	0.555461234	3533.0	8	0	0	0	0.0
0	0.584284984	34	0	1.477015323	1500.0	9	0	0	0	0.0
0	0.080566212	50	1	0.180374768	6990.0	11	0	1	0	0.0
0	0.872530749	58	0	0.657039711	3600.0	19	0	1	0	0.0
1	0.9999999	44	1	0.339787633	1600.0	1	1	1	0	0.0
0	0.218110552	44	0	0.400660793	4539.0	5	0	1	0	0.0
0	0.0	57	0	0.000727207	11000.0	9	0	0	0	0.0
0	0.000735258	43	0	0.909764488	3778.0	8	1	1	0	2.0
0	0.098390562	61	0	0.86902183	6000.0	19	0	3	0	1.0
0	0.822988667	43	0	0.458219623	7694.0	6	0	3	0	2.0
0	0.379825549	51	0	0.461406026	6969.0	12	0	1	0	1.0
0	0.104038031	31	0	0.055194805	3695.0	6	0	0	0	0.0
0	0.711641791	68	0	0.328917771	4000.0	9	2	1	0	1.0
0	0.0	23	0	0.086956522	4300.0	2	0	0	0	0.0
0	0.858949032	32	2	0.157109421	3417.0	2	2	0	0	3.0
0	0.034298571	79	0	0.143697126	16666.0	10	0	1	0	0.0
0	0.04894304	70	0	0.340028694	5575.0	27	0	3	0	0.0
0	0.110510916	71	0	0.135540496	9000.0	7	0	0	0	1.0
0	1.003299835	51	0	1.462195924	3041.0	10	0	1	0	2.0
0	0.012916398	69	0	1.035575175	3850.0	7	0	2	0	0.0
1	0.9999999	40	0	0.103157895	5224.0	1	5	0	0	1.0
0	0.013170089	59	0	1.490299824	1700.0	6	0	1	0	0.0
0	0.229443152	78	0	0.303107489	5888.0	15	0	2	0	1.0
0	0.761249338	63	0	0.47051152	6900.0	9	0	2	0	1.0
0	0.119640021	28	0	0.011129975	5300.0	4	0	0	0	0.0
1	0.641354589	54	4	0.587639574	3850.0	8	0	1	2	1.0
0	1.019163473	52	0	1.227354529	5000.0	7	0	2	0	0.0
0	1.471057884	28	1	0.042591482	5000.0	5	0	0	3	0.0
0	0.881273371	46	0	0.326557814	3000.0	7	0	0	0	0.0
0	0.302323256	64	0	0.020498907	13268.0	3	0	0	0	0.0
0	0.013932869	57	0	0.008531817	2812.0	13	0	0	0	0.0
0	0.901032989	33	0	0.138499588	1212.0	3	0	0	0	0.0
0	0.011456816	60	0	0.091701564	11700.0	5	0	2	0	1.0
0	0.02666592	85	0	0.004479283	6250.0	5	0	0	0	0.0
0	0.063409251	54	0	0.024379626	2296.0	4	0	0	0	0.0
0	0.03562678	40	0	0.669084821	3583.0	9	0	2	0	2.0
0	0.116517798	90	0	0.00720072	3332.0	5	0	0	0	0.0
0	0.109048442	49	1	0.462377588	8066.0	12	0	2	0	2.0
0	0.0	58	0	0.543220162	4800.0	12	0	3	0	1.0
0	0.215483871	72	0	0.27882899	2800.0	8	0	1	0	0.0
0	0.135793295	52	2	0.247660187	8333.0	12	0	2	0	0.0
0	0.098228353	47	0	0.36505867	2300.0	6	0	1	0	1.0
0	0.021110642	65	0	1.59051186	800.0	8	0	1	0	0.0
0	0.114093636	59	0	0.153614174	10610.0	7	0	1	0	1.0
0	0.239763406	58	0	0.12157054	8200.0	6	0	0	0	0.0
0	0.746737998	60	0	0.729443595	8500.0	13	0	2	0	0.0
0	0.062641944	33	0	0.521319639	3212.0	4	0	1	0	0.0
0	0.0	90	0	0.0	2500.0	3	0	0	0	1.0
0	0.010154589	60	0	0.129119291	10377.0	5	0	1	0	0.0
0	0.0	26	0	0.109617373	2900.0	8	0	0	0	0.0
0	0.087127577	52	0	0.166223196	6388.0	8	0	0	0	1.0
0	0.033208778	89	0	0.009468701	1900.0	4	0	0	0	0.0
0	0.261340087	46	0	0.32736804	11063.0	9	0	1	0	2.0
0	0.205264912	23	0	0.021924482	820.0	4	0	0	0	0.0
0	0.959825486	54	0	0.234615385	6239.0	7	0	0	0	3.0
0	0.761411929	49	0	0.536398	8200.0	8	0	2	0	2.0
0	0.9999999	50	0	0.090606124	4800.0	2	0	1	0	8.0
0	0.0	67	0	0.191552981	5350.0	8	0	1	0	0.0
0	0.554229498	41	0	0.554776375	6416.0	7	0	3	0	1.0
0	0.07265324	45	0	0.568580351	4162.0	19	0	1	0	1.0
0	0.076595345	76	0	0.020418903	9500.0	12	0	0	0	0.0
0	0.07824837	52	0	0.269654666	4082.0	8	0	1	0	1.0
0	0.186282566	48	1	0.460459737	6916.0	9	0	1	0	1.0
0	0.195360928	81	0	0.006351292	4565.0	2	0	0	0	1.0
0	0.141831239	52	0	0.120787921	10000.0	7	0	1	0	0.0
0	1.069572171	45	0	0.019954271	4810.0	2	0	0	0	1.0
0	0.028042869	68	1	0.157508809	10500.0	10	0	2	0	0.0
0	0.371046706	77	0	0.556572571	13000.0	16	0	6	0	0.0
0	0.409528532	31	0	0.918345705	942.0	6	0	0	0	0.0
0	0.925097073	45	0	0.689105918	8600.0	13	0	5	0	1.0
0	0.032458369	32	0	0.295712064	4500.0	7	0	1	0	0.0
0	0.114170378	53	0	0.675639155	18500.0	18	0	8	0	2.0
0	0.9999999	28	0	0.0	2607.0	2	0	0	0	0.0
0	0.110928126	69	0	0.030277064	3500.0	2	0	0	0	0.0
0	0.363322294	57	0	0.382772628	9600.0	12	0	4	0	0.0
0	0.00755918	79	0	0.063099581	7400.0	6	0	0	0	1.0
0	0.9999999	31	0	1.236750867	2018.0	2	2	0	0	0.0
0	0.458445364	47	0	0.153030059	6220.0	7	0	0	0	1.0
0	0.287922928	56	0	0.74730108	2500.0	8	0	2	0	0.0
0	0.400356665	52	0	0.072474116	2800.0	4	0	0	0	0.0
0	0.0	23	0	0.0	3500.0	1	0	0	0	1.0
0	0.063512956	53	0	0.225349505	10800.0	8	0	1	0	3.0
0	0.000119656	51	0	0.215415379	5500.0	12	0	1	0	1.0
